Timestamp,What is your Rice Purity Test Score?,What is your sexuality?,What is your sex?,What gender do you identify with?,Are you transgender?,What is your age?,How would you define yourself politically?,Would you consider yourself religious?,How concerned are you about climate change?,Select the drugs below you think should be decriminalized:,Do you think the police service funding should be:,How many times a week do you masturbate?,How often do you have sex in a month?,"Would you consider yourself ""sexually free""?",Would you describe yourself as a kinky person?,Do you think your parents be disappointed in you if they knew the details of your sex life?,How scared are you of catching STDs/STIs?,How scared are you of having/causing an unwanted pregnancy?,What is the highest education level you have completed OR are currently pursuing?,How many years have you lived apart from your parents?,What is your annual income?,Would you say you are a(n):,Would you consider yourself a healthy person?
11/15/2020 22:21:02,54,Heterosexual,Male,Male,No,28,Left,No,Decently concerned,Marijuana,Lessened,5 - 7,"I have had sex, but not recently, or not frequent enough to be monthly",Maybe,No,No,A little scared,A little scared,Master's Degree,1 - 2,"$50,001 - $80,000",Introvert,Yes
11/15/2020 22:21:23,35,Bisexual,Prefer not to say,Non-binary,Yes,25,Left,No,Very concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Abolished,0,9 - 15 times,Yes,Yes,I don't know,Not at all scared,Not at all scared,Bachelor's Degree (4 year),1 - 2,"$0 - $10,000",Introvert,Yes
11/15/2020 22:21:28,82,Heterosexual,Male,Male,No,25,Left,No,Very concerned,"Marijuana, Psychedelics",Lessened,1,I have never had sex,Maybe,Yes,No,A little scared,A little scared,Bachelor's Degree (4 year),0 (I have never lived apart from my parents),"$30,001 - $50,000",Introvert,Maybe
11/15/2020 22:21:45,33,Bisexual,Prefer not to say,Female,Yes,30,Left,No,Very concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Lessened,5 - 7,3 - 8 times,Yes,Yes,Yes,A little scared,Not at all scared,Bachelor's Degree (4 year),6 - 10,"$160,001+",Ambivert,Maybe
11/15/2020 22:22:39,36,Heterosexual,Male,Male,No,26,Left,No,Very concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Abolished,2 - 4,1 - 2 times,Yes,Yes,Yes,Not at all scared,Not at all scared,High School / GED Equivalent,1 - 2,"$0 - $10,000",Introvert,No
11/15/2020 22:22:44,31,Heterosexual,Female,Female,No,25,Left,No,Very concerned,"Marijuana, Psychedelics",Left the way it is,1,3 - 8 times,Maybe,No,Yes,A little scared,Very scared,Bachelor's Degree (4 year),3 - 5,"$30,001 - $50,000",Introvert,No
11/15/2020 22:23:02,95,Heterosexual,Male,Male,No,18,Center,No,Very concerned,I don't think any of these drugs should be decriminalized,Lessened,2 - 4,I have never had sex,Maybe,Yes,I don't know,Not at all scared,Somewhat scared,High School / GED Equivalent,0 (I have never lived apart from my parents),"$0 - $10,000",Ambivert,Maybe
11/15/2020 22:23:11,51,Heterosexual,Male,Male,No,21,Center,No,Decently concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Left the way it is,2 - 4,9 - 15 times,No,No,No,A little scared,A little scared,Bachelor's Degree (4 year),3 - 5,"$0 - $10,000",Introvert,Yes
11/15/2020 22:23:56,36,Bisexual,Female,Female,No,23,Left,No,Very concerned,Marijuana,Lessened,0,1 - 2 times,Yes,No,Yes,Not at all scared,A little scared,Master's Degree,3 - 5,"$30,001 - $50,000",Introvert,Maybe
11/15/2020 22:24:00,53,Heterosexual,Female,Female,No,26,Center,No,A little concerned,"Marijuana, Psychedelics",Left the way it is,1,1 - 2 times,No,No,No,Not at all scared,A little scared,Bachelor's Degree (4 year),6 - 10,"$50,001 - $80,000",Introvert,Yes
11/15/2020 22:24:19,47,Heterosexual,Female,Female,No,29,Left,No,Decently concerned,Marijuana,Lessened,2 - 4,1 - 2 times,Maybe,No,No,A little scared,Decently scared,Bachelor's Degree (4 year),3 - 5,"$50,001 - $80,000",Introvert,Yes
11/15/2020 22:24:32,61,Heterosexual,Female,Female,No,29,Left,No,Decently concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Lessened,1,3 - 8 times,Maybe,No,No,Not at all scared,Decently scared,Bachelor's Degree (4 year),10+,"$30,001 - $50,000",Introvert,Yes
11/15/2020 22:24:33,51,Asexual,Female,Female,No,25,Left,No,Decently concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Left the way it is,0,"I have had sex, but not recently, or not frequent enough to be monthly",Yes,Yes,I don't know,Not at all scared,Not at all scared,High School / GED Equivalent,0 (I have never lived apart from my parents),"$0 - $10,000",Introvert,Maybe
11/15/2020 22:24:42,25,Heterosexual,Male,Male,No,25,Left,No,Very concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Lessened,5 - 7,"I have had sex, but not recently, or not frequent enough to be monthly",No,No,No,Not at all scared,A little scared,Bachelor's Degree (4 year),6 - 10,"$80,001 - $120,000",Introvert,Yes
11/15/2020 22:24:48,91,Heterosexual,Female,Female,No,26,Left,Maybe,Very concerned,I don't think any of these drugs should be decriminalized,Lessened,0,I have never had sex,No,No,I don't know,Not at all scared,Not Applicable,Bachelor's Degree (4 year),6 - 10,"$0 - $10,000",Introvert,No
11/15/2020 22:25:23,32,Bisexual,Female,Female,No,18,Left,No,Very concerned,Marijuana,Abolished,1,"I have had sex, but not recently, or not frequent enough to be monthly",Yes,Yes,I don't know,Decently scared,Very scared,Bachelor's Degree (4 year),1 - 2,"$0 - $10,000",Introvert,No
11/15/2020 22:25:30,84,Bisexual,Female,Male,Yes,23,Left,Maybe,Very concerned,"Marijuana, Psychedelics",Lessened,10+,I have never had sex,Yes,Yes,Yes,Not at all scared,Not at all scared,Associate's Degree (2 year),0 (I have never lived apart from my parents),"$0 - $10,000",Ambivert,No
11/15/2020 22:25:41,90,Heterosexual,Male,Male,No,20,Left,No,Very concerned,"Marijuana, Psychedelics",Lessened,10+,I have never had sex,Maybe,Yes,Yes,A little scared,Not at all scared,High School / GED Equivalent,1 - 2,"$0 - $10,000",Introvert,Maybe
11/15/2020 22:26:02,75,Bisexual,Male,Male,No,18,Center,No,Somewhat concerned,Marijuana,Left the way it is,7 - 10,I have never had sex,No,Yes,No,Not at all scared,A little scared,High School / GED Equivalent,0 (I have never lived apart from my parents),"$30,001 - $50,000",Introvert,No
11/15/2020 22:26:20,87,Bisexual,Prefer not to say,Male,Yes,18,Left,No,Very concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Abolished,1,I have never had sex,No,No,I don't know,Not at all scared,Not at all scared,High School / GED Equivalent,0 (I have never lived apart from my parents),"$50,001 - $80,000",Introvert,Maybe
11/15/2020 22:26:38,32,Pansexual,Female,Female,No,34,Left,No,Very concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Lessened,1,3 - 8 times,Yes,No,No,Not at all scared,Not at all scared,Bachelor's Degree (4 year),10+,"$120,001 - $160,000",Ambivert,Maybe
11/15/2020 22:27:14,29,Bisexual,Female,Female,No,25,Left,No,Very concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Lessened,1,1 - 2 times,Maybe,Yes,I don't know,Not at all scared,Absolutely terrified,High School / GED Equivalent,3 - 5,"$0 - $10,000",Introvert,No
11/15/2020 22:27:51,49,Heterosexual,Female,Female,No,28,Center,No,Very concerned,"Marijuana, Psychedelics",Increased,1,"I have had sex, but not recently, or not frequent enough to be monthly",No,No,Yes,Not at all scared,A little scared,Some college,0 (I have never lived apart from my parents),"$0 - $10,000",Introvert,Yes
11/15/2020 22:30:25,13,Bisexual,Female,Female,No,20,Left,No,Decently concerned,"Marijuana, Psychedelics",Lessened,2 - 4,"I have had sex, but not recently, or not frequent enough to be monthly",Maybe,Yes,Yes,Somewhat scared,Somewhat scared,Bachelor's Degree (4 year),1 - 2,"$10,001 - $30,000",Ambivert,Yes
11/15/2020 22:30:31,55,Heterosexual,Female,Female,No,19,Left,No,Very concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Lessened,7 - 10,"I have had sex, but not recently, or not frequent enough to be monthly",Yes,Yes,Yes,A little scared,Somewhat scared,Bachelor's Degree (4 year),1 - 2,"$0 - $10,000",Introvert,Yes
11/15/2020 22:31:15,38,Heterosexual,Male,Male,No,22,Center,Yes,Somewhat concerned,Marijuana,Lessened,2 - 4,3 - 8 times,No,No,Yes,Not at all scared,Not at all scared,Bachelor's Degree (4 year),3 - 5,"$0 - $10,000",Extrovert,Yes
11/15/2020 22:31:49,53,Heterosexual,Male,Male,No,19,Left,No,Very concerned,"Marijuana, Psychedelics",Abolished,7 - 10,I have never had sex,Maybe,No,No,A little scared,Not at all scared,Associate's Degree (2 year),1 - 2,"$0 - $10,000",Ambivert,Yes
11/15/2020 22:31:59,25,Heterosexual,Male,Male,No,26,Center,No,A little concerned,"Marijuana, Psychedelics",Lessened,1,15 - 25 times,Maybe,No,No,Not at all scared,A little scared,Bachelor's Degree (4 year),6 - 10,"$30,001 - $50,000",Extrovert,Yes
11/15/2020 22:32:50,83,Bisexual,Male,Male,No,19,Center,Maybe,Somewhat concerned,Marijuana,Lessened,7 - 10,I have never had sex,Maybe,Yes,Yes,Decently scared,Not at all scared,High School / GED Equivalent,0 (I have never lived apart from my parents),"$10,001 - $30,000",Introvert,Maybe
11/15/2020 22:32:51,94,Heterosexual,Male,Male,No,19,Left,No,Very concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Lessened,2 - 4,I have never had sex,No,No,No,Not at all scared,Not at all scared,Bachelor's Degree (4 year),0 (I have never lived apart from my parents),"$10,001 - $30,000",Introvert,Yes
11/15/2020 22:33:09,59,Bisexual,Female,Female,No,19,Left,No,Very concerned,Marijuana,Left the way it is,2 - 4,3 - 8 times,No,No,I don't know,Not at all scared,Not at all scared,High School / GED Equivalent,0 (I have never lived apart from my parents),"$0 - $10,000",Ambivert,Maybe
11/15/2020 22:33:23,22,Homosexual,Male,Male,No,22,Center,No,Somewhat concerned,"Marijuana, Psychedelics",Left the way it is,2 - 4,3 - 8 times,Yes,No,Yes,A little scared,Not at all scared,Bachelor's Degree (4 year),3 - 5,"$50,001 - $80,000",Introvert,No
11/15/2020 22:33:27,59,Asexual,Female,Female,No,30,Center,No,Decently concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Lessened,0,"I have had sex, but not recently, or not frequent enough to be monthly",Yes,No,No,A little scared,Decently scared,Doctoral Degree,6 - 10,"$80,001 - $120,000",Introvert,No
11/15/2020 22:34:36,93,Asexual,Male,Non-binary,Yes,19,Left,Maybe,Very concerned,Marijuana,Lessened,5 - 7,I have never had sex,Yes,No,No,Not at all scared,Not at all scared,High School / GED Equivalent,0 (I have never lived apart from my parents),"$0 - $10,000",Introvert,Maybe
11/15/2020 22:34:42,82,Heterosexual,Male,Male,No,18,Center,Yes,Very concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Highly increased,5 - 7,I have never had sex,Maybe,No,I don't know,Not at all scared,Not at all scared,High School / GED Equivalent,0 (I have never lived apart from my parents),"$0 - $10,000",Extrovert,Yes
11/15/2020 22:34:47,8,Heterosexual,Female,Female,No,39,Left,No,Very concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Lessened,1,9 - 15 times,Yes,Yes,Yes,Not at all scared,Not at all scared,Doctoral Degree,10+,"$160,001+",Ambivert,Maybe
11/15/2020 22:34:52,82,Heterosexual,Male,Male,No,18,Center,Yes,Very concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Highly increased,5 - 7,I have never had sex,Maybe,No,I don't know,Not at all scared,Not at all scared,High School / GED Equivalent,0 (I have never lived apart from my parents),"$0 - $10,000",Extrovert,Yes
11/15/2020 22:34:54,16,Bisexual,Female,Female,No,18,Right,No,A little concerned,I don't think any of these drugs should be decriminalized,Increased,5 - 7,15 - 25 times,Yes,Yes,No,Not at all scared,Decently scared,Bachelor's Degree (4 year),1 - 2,"$0 - $10,000",Ambivert,No
11/15/2020 22:35:05,67,Bisexual,Female,Female,No,25,Left,No,Very concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Abolished,2 - 4,I have never had sex,Yes,No,No,A little scared,Absolutely terrified,Doctoral Degree,6 - 10,"$30,001 - $50,000",Ambivert,Yes
11/15/2020 22:35:26,92,Heterosexual,Male,Male,No,19,Center,No,A little concerned,Marijuana,Left the way it is,2 - 4,I have never had sex,No,No,I don't know,Somewhat scared,Decently scared,Bachelor's Degree (4 year),0 (I have never lived apart from my parents),"$0 - $10,000",Introvert,Yes
11/15/2020 22:35:32,27,Heterosexual,Female,Female,No,30,Center,Yes,Very concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Lessened,1,1 - 2 times,No,No,No,Not at all scared,A little scared,Bachelor's Degree (4 year),10+,"$160,001+",Introvert,Yes
11/15/2020 22:36:54,32,Heterosexual,Female,Female,No,31,Left,No,Decently concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Lessened,0,9 - 15 times,Maybe,No,No,Not at all scared,Not at all scared,Bachelor's Degree (4 year),10+,"$160,001+",Ambivert,Yes
11/15/2020 22:37:33,33,Heterosexual,Female,Female,No,29,Left,No,Decently concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Lessened,1,3 - 8 times,No,No,No,Not at all scared,A little scared,Bachelor's Degree (4 year),6 - 10,"$10,001 - $30,000",Introvert,Yes
11/15/2020 22:38:06,71,Heterosexual,Female,Female,No,21,Center,Yes,Decently concerned,"Psychedelics, Heroin & Other hard drugs",Left the way it is,1,9 - 15 times,No,Yes,Yes,Absolutely terrified,Absolutely terrified,Bachelor's Degree (4 year),0 (I have never lived apart from my parents),"$0 - $10,000",Ambivert,No
11/15/2020 22:38:41,46,Bisexual,Female,Female,No,31,Left,No,Very concerned,"Marijuana, Psychedelics",Lessened,0,3 - 8 times,No,No,No,Not at all scared,A little scared,Master's Degree,6 - 10,"$10,001 - $30,000",Introvert,Maybe
11/15/2020 22:38:43,40,Heterosexual,Female,Female,No,21,Left,No,Very concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Lessened,5 - 7,25+ times,Yes,Yes,No,Somewhat scared,Absolutely terrified,Bachelor's Degree (4 year),3 - 5,"$0 - $10,000",Introvert,Yes
11/15/2020 22:39:45,54,Bisexual,Female,Female,No,21,Left,No,Very concerned,"Marijuana, Psychedelics",Lessened,2 - 4,3 - 8 times,No,Yes,No,Not at all scared,Not at all scared,Bachelor's Degree (4 year),3 - 5,"$30,001 - $50,000",Introvert,Yes
11/15/2020 22:40:01,95,"Asexual, heteroromantic",Female,Male,Yes,18,Left,No,Decently concerned,"Marijuana, Psychedelics",Lessened,0,I have never had sex,No,No,No,Not at all scared,A little scared,Bachelor's Degree (4 year),0 (I have never lived apart from my parents),"$0 - $10,000",Introvert,No
11/15/2020 22:40:26,47,Heteroflexible,Female,Female,No,20,Left,No,Decently concerned,"Marijuana, Psychedelics",Lessened,5 - 7,3 - 8 times,Maybe,Yes,Yes,A little scared,Absolutely terrified,Bachelor's Degree (4 year),1 - 2,"$0 - $10,000",Introvert,Yes
11/15/2020 22:40:30,55,Heterosexual,Female,Female,No,21,Left,No,Very concerned,"Marijuana, Psychedelics",Lessened,2 - 4,"I have had sex, but not recently, or not frequent enough to be monthly",No,No,I don't know,Not at all scared,A little scared,Bachelor's Degree (4 year),3 - 5,"$0 - $10,000",Introvert,Yes
11/15/2020 22:40:34,61,Heterosexual,Female,Female,No,24,Right,Yes,A little concerned,I don't think any of these drugs should be decriminalized,Left the way it is,1,3 - 8 times,No,No,No,Not at all scared,Not at all scared,Bachelor's Degree (4 year),6 - 10,"$160,001+",Extrovert,Yes
11/15/2020 22:40:40,65,Heterosexual,Male,Male,No,28,"Not applicable, not American",No,Decently concerned,"Marijuana, Psychedelics",Increased,10+,"I have had sex, but not recently, or not frequent enough to be monthly",Maybe,Yes,I don't know,Somewhat scared,A little scared,University in Sweden,6 - 10,"$10,001 - $30,000",Ambivert,Maybe
11/15/2020 22:40:41,62,Heterosexual,Female,Non-binary,No,19,Center,Yes,Very concerned,Marijuana,Left the way it is,2 - 4,"I have had sex, but not recently, or not frequent enough to be monthly",No,Yes,Yes,Very scared,Absolutely terrified,Bachelor's Degree (4 year),1 - 2,"$0 - $10,000",Introvert,No
11/15/2020 22:42:19,87,Homosexual,Female,Female,No,18,Left,No,Very concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Lessened,1,I have never had sex,No,No,No,Not at all scared,Somewhat scared,High School / GED Equivalent,0 (I have never lived apart from my parents),"$0 - $10,000",Introvert,Maybe
11/15/2020 22:42:21,15,Heterosexual,Female,Female,No,50,Left,No,Decently concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Lessened,2 - 4,"I have had sex, but not recently, or not frequent enough to be monthly",No,No,Yes,Not at all scared,Not at all scared,Master's Degree,10+,"$50,001 - $80,000",Introvert,Maybe
11/15/2020 22:42:26,49,Heterosexual,Male,Male,No,21,Center,No,A little concerned,Marijuana,Lessened,7 - 10,"I have had sex, but not recently, or not frequent enough to be monthly",No,Yes,I don't know,A little scared,Decently scared,Bachelor's Degree (4 year),3 - 5,"$10,001 - $30,000",Introvert,Maybe
11/15/2020 22:42:45,92,Bisexual,Female,Female,No,18,Left,No,Decently concerned,Heroin & Other hard drugs,Lessened,5 - 7,I have never had sex,Maybe,Yes,Yes,Very scared,Absolutely terrified,High School / GED Equivalent,0 (I have never lived apart from my parents),"$0 - $10,000",Introvert,No
11/15/2020 22:42:49,20,Bisexual,Female,Female,No,27,Far left,No,Very concerned,"Marijuana, Psychedelics",Lessened,7 - 10,3 - 8 times,Yes,No,Yes,Not at all scared,Absolutely terrified,Bachelor's Degree (4 year),6 - 10,"$30,001 - $50,000",Extrovert,Yes
11/15/2020 22:43:01,42,Heterosexual,Male,Male,No,59,Left,No,Very concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Lessened,2 - 4,"I have had sex, but not recently, or not frequent enough to be monthly",Yes,No,No,Not at all scared,Not Applicable,Doctoral Degree,10+,"$120,001 - $160,000",Introvert,No
11/15/2020 22:43:21,23,Bisexual,Female,Female,No,26,Left,No,Very concerned,"Marijuana, Psychedelics",Lessened,2 - 4,1 - 2 times,No,Yes,Yes,Not at all scared,Somewhat scared,High School / GED Equivalent,6 - 10,"$50,001 - $80,000",Introvert,No
11/15/2020 22:43:30,39,Homosexual,Male,Male,No,22,Left,No,Very concerned,"Marijuana, Psychedelics",Abolished,2 - 4,"I have had sex, but not recently, or not frequent enough to be monthly",Maybe,Yes,Yes,Decently scared,Not Applicable,Bachelor's Degree (4 year),3 - 5,"$30,001 - $50,000",Introvert,Yes
11/15/2020 22:43:34,60,Bisexual,Female,Non-binary,Yes,23,Left,No,Very concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Abolished,5 - 7,3 - 8 times,Yes,Yes,I don't know,Not at all scared,Not Applicable,Associate's Degree (2 year),1 - 2,"$10,001 - $30,000",Ambivert,No
11/15/2020 22:43:44,93,Heterosexual,Female,Female,No,18,Left,Maybe,Somewhat concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Lessened,2 - 4,I have never had sex,Maybe,Yes,I don't know,Decently scared,Absolutely terrified,Bachelor's Degree (4 year),0 (I have never lived apart from my parents),"$0 - $10,000",Ambivert,No
11/15/2020 22:44:18,25,Homosexual,Female,Female,Yes,20,Left,Yes,Decently concerned,Marijuana,Lessened,0,1 - 2 times,Yes,Yes,Yes,A little scared,Not at all scared,Bachelor's Degree (4 year),1 - 2,"$0 - $10,000",Ambivert,Maybe
11/15/2020 22:44:56,42,Heterosexual,Female,Female,No,44,Left,No,Decently concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Lessened,1,"I have had sex, but not recently, or not frequent enough to be monthly",No,No,I don't know,Not at all scared,Not at all scared,Associate's Degree (2 year),0 (I have never lived apart from my parents),"$0 - $10,000",Introvert,No
11/15/2020 22:45:36,73,Heterosexual,Female,Female,No,20,Left,No,Decently concerned,Marijuana,Left the way it is,0,"I have had sex, but not recently, or not frequent enough to be monthly",Maybe,Yes,I don't know,Decently scared,Absolutely terrified,Bachelor's Degree (4 year),1 - 2,"$0 - $10,000",Introvert,Maybe
11/15/2020 22:46:54,90,Homosexual,Female,Female,No,21,Left,No,Decently concerned,"Marijuana, Psychedelics",Abolished,2 - 4,I have never had sex,Maybe,No,No,Not at all scared,Not at all scared,Bachelor's Degree (4 year),0 (I have never lived apart from my parents),"$0 - $10,000",Introvert,Maybe
11/15/2020 22:47:28,35,Heterosexual,Female,Female,No,25,"Who ever seems best, for this election biden took my vote",No,Decently concerned,Marijuana,Lessened,0,3 - 8 times,Yes,No,Yes,Not at all scared,Somewhat scared,Associate's Degree (2 year),3 - 5,"$120,001 - $160,000",Ambivert,Maybe
11/15/2020 22:48:07,55,Bisexual,Male,Male,No,19,Left,No,Very concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Left the way it is,5 - 7,I have never had sex,Yes,Yes,No,A little scared,Somewhat scared,Bachelor's Degree (4 year),0 (I have never lived apart from my parents),"$0 - $10,000",Extrovert,Yes
11/15/2020 22:48:58,28,Pansexual ,Female,Female,No,23,Left,No,Somewhat concerned,Marijuana,Lessened,1,"I have had sex, but not recently, or not frequent enough to be monthly",Yes,Yes,I don't know,Not at all scared,Not Applicable,Bachelor's Degree (4 year),3 - 5,"$50,001 - $80,000",Introvert,No
11/15/2020 22:49:00,26,Heterosexual,Female,Female,No,25,Left,No,Very concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Lessened,2 - 4,3 - 8 times,Yes,Yes,Yes,Not at all scared,Not at all scared,Master's Degree,3 - 5,"$10,001 - $30,000",Introvert,Yes
11/15/2020 22:49:31,25,Heterosexual,Female,Female,No,25,Left,No,Very concerned,Marijuana,Lessened,2 - 4,3 - 8 times,No,Yes,I don't know,Not at all scared,Not at all scared,Associate's Degree (2 year),6 - 10,"$10,001 - $30,000",Introvert,Yes
11/15/2020 22:49:42,39,Heterosexual,Male,Male,No,34,Left,No,Very concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Lessened,5 - 7,"I have had sex, but not recently, or not frequent enough to be monthly",Yes,No,No,Not at all scared,Not at all scared,Bachelor's Degree (4 year),10+,"$30,001 - $50,000",Introvert,Maybe
11/15/2020 22:50:03,7,Bisexual,Female,Female,No,42,Left,No,Decently concerned,"Marijuana, Psychedelics",Lessened,7 - 10,"I have had sex, but not recently, or not frequent enough to be monthly",Yes,No,No,A little scared,Decently scared,Bachelor's Degree (4 year),10+,"$30,001 - $50,000",Introvert,Maybe
11/15/2020 22:50:10,43,Heterosexual,Female,Female,No,64,Left,No,Decently concerned,Marijuana,Lessened,0,3 - 8 times,No,No,No,Not at all scared,Not at all scared,Law degree,10+,"$80,001 - $120,000",Extrovert,No
11/15/2020 22:50:54,34,Heterosexual,Female,Female,No,42,Left,No,Very concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Abolished,1,1 - 2 times,No,No,No,Not at all scared,Not at all scared,Doctoral Degree,10+,"$160,001+",Introvert,Maybe
11/15/2020 22:51:24,37,Heterosexual,Male,Male,No,20,Right,No,A little concerned,"Marijuana, Psychedelics",Increased,5 - 7,"I have had sex, but not recently, or not frequent enough to be monthly",Yes,No,No,A little scared,Decently scared,Bachelor's Degree (4 year),1 - 2,"$10,001 - $30,000",Ambivert,No
11/15/2020 22:52:13,86,Heterosexual,Female,Female,No,18,Center,Maybe,Somewhat concerned,"Marijuana, Psychedelics",Left the way it is,2 - 4,I have never had sex,Maybe,No,No,Somewhat scared,Somewhat scared,Bachelor's Degree (4 year),1 - 2,"$0 - $10,000",Ambivert,Yes
11/15/2020 22:52:22,58,Bisexual,Female,Female,No,20,Left,No,Very concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Abolished,1,"I have had sex, but not recently, or not frequent enough to be monthly",No,No,No,Not at all scared,Not at all scared,Bachelor's Degree (4 year),1 - 2,"$0 - $10,000",Introvert,Yes
11/15/2020 22:52:29,31,Bisexual,Male,Male,No,32,Left,No,Very concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Lessened,5 - 7,3 - 8 times,Yes,Yes,No,A little scared,A little scared,Bachelor's Degree (4 year),10+,"$30,001 - $50,000",Introvert,Yes
11/15/2020 22:52:36,39,Questioning,Female,Female,No,19,Left,Maybe,Decently concerned,"Marijuana, Psychedelics",Lessened,2 - 4,"I have had sex, but not recently, or not frequent enough to be monthly",Maybe,No,Yes,Somewhat scared,Decently scared,Bachelor's Degree (4 year),1 - 2,"$0 - $10,000",Introvert,Yes
11/15/2020 22:52:47,52,Bisexual,Female,Female,No,19,Left,No,Very concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Lessened,1,3 - 8 times,Yes,Yes,I don't know,Absolutely terrified,Absolutely terrified,Bachelor's Degree (4 year),0 (I have never lived apart from my parents),"$10,001 - $30,000",Introvert,Yes
11/15/2020 22:52:54,85,Heterosexual,Male,Male,No,18,Center,No,Decently concerned,Marijuana,Left the way it is,1,I have never had sex,Maybe,No,No,Not at all scared,Not at all scared,Bachelor's Degree (4 year),1 - 2,"$160,001+",Introvert,Yes
11/15/2020 22:52:54,85,Heterosexual,Male,Male,No,22,Left,No,Decently concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Left the way it is,5 - 7,I have never had sex,No,No,I don't know,A little scared,Not Applicable,Associate's Degree (2 year),1 - 2,"$30,001 - $50,000",Introvert,No
11/15/2020 22:52:57,28,Heterosexual,Male,Male,No,21,Left,No,Very concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Lessened,7 - 10,3 - 8 times,Yes,No,Yes,Somewhat scared,Not at all scared,Bachelor's Degree (4 year),3 - 5,"$0 - $10,000",Extrovert,Yes
11/15/2020 22:54:10,45,Bisexual,Female,Male,Yes,21,Left,Maybe,Very concerned,Marijuana,Lessened,7 - 10,1 - 2 times,Maybe,Yes,Yes,A little scared,Not Applicable,Bachelor's Degree (4 year),3 - 5,"$0 - $10,000",Introvert,No
11/15/2020 22:54:19,42,Heterosexual,Female,Female,No,22,Right,No,Decently concerned,I don't think any of these drugs should be decriminalized,Left the way it is,2 - 4,9 - 15 times,Maybe,Yes,Yes,Not at all scared,A little scared,Bachelor's Degree (4 year),3 - 5,"$50,001 - $80,000",Introvert,Yes
11/15/2020 22:54:31,27,Heterosexual,Female,Female,No,22,Left,No,Very concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Abolished,1,3 - 8 times,Yes,No,No,Not at all scared,A little scared,Bachelor's Degree (4 year),3 - 5,"$50,001 - $80,000",Ambivert,Yes
11/15/2020 22:54:33,63,Heterosexual,Female,Female,No,22,Left,No,Decently concerned,"Marijuana, Psychedelics",Lessened,1,3 - 8 times,No,No,No,Decently scared,Absolutely terrified,Associate's Degree (2 year),1 - 2,"$0 - $10,000",Introvert,Yes
11/15/2020 22:54:40,94,Heterosexual,Male,Male,No,31,Center,Yes,Very concerned,Marijuana,Lessened,2 - 4,I have never had sex,No,No,No,Not at all scared,Not at all scared,Bachelor's Degree (4 year),3 - 5,"$30,001 - $50,000",Introvert,Yes
11/15/2020 22:55:33,48,Heterosexual,Female,Female,No,23,Left,Maybe,Very concerned,"Marijuana, Psychedelics",Lessened,2 - 4,3 - 8 times,No,Yes,Yes,Not at all scared,Absolutely terrified,Master's Degree,0 (I have never lived apart from my parents),"$50,001 - $80,000",Ambivert,Yes
11/15/2020 22:55:44,50,Heterosexual,Male,Male,No,21,Left,No,Very concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Lessened,5 - 7,"I have had sex, but not recently, or not frequent enough to be monthly",Maybe,No,No,Not at all scared,Somewhat scared,Bachelor's Degree (4 year),0 (I have never lived apart from my parents),"$0 - $10,000",Introvert,Yes
